timestamp,method,chosen_path,path_a_bytes,path_b_bytes,path_switches
23:12:00,least_utilized,B,12241741.2037579,3997518.1065553483,1
23:12:03,least_utilized,B,13161078.505452199,4626517.666083053,1
23:12:05,least_utilized,B,12341294.805231871,3953565.7029344686,1
23:12:07,least_utilized,B,13040550.581432905,4049213.5791732906,1
23:12:10,least_utilized,B,13839187.9282443,4286461.532551817,1
23:12:12,least_utilized,B,12982946.707919916,4200561.721780843,1
23:12:14,least_utilized,B,13649014.743251763,4481896.175487482,1
23:12:17,least_utilized,B,13933014.497714885,4484945.633066181,1
23:12:19,least_utilized,B,13769900.282794388,4427216.540920818,1
23:12:22,least_utilized,B,13549845.95442125,4818799.684525517,1
23:12:24,least_utilized,B,12609459.051743161,4297333.47754667,1
23:12:26,least_utilized,B,13575627.945153153,4636274.904335536,1
23:12:29,least_utilized,B,14183972.202458339,4755942.969056401,1
23:12:31,least_utilized,B,14838784.643043889,4646506.441868442,1
23:12:33,least_utilized,B,12180771.896308126,4028539.9098097323,1
23:12:36,least_utilized,B,13768495.014009032,4532858.169792544,1
23:12:38,least_utilized,B,13916839.439827474,4516428.293234421,1
23:12:40,least_utilized,B,13705744.308973476,4339609.167619969,1
23:12:43,least_utilized,B,14494253.551911026,4799490.4874520665,1
23:12:45,least_utilized,B,13924018.678376852,4790648.533511513,1
23:12:48,least_utilized,B,13250953.660023961,4622788.325676406,1
23:16:14,ecmp,A,0,0,0
23:16:16,ecmp,A,11704980.620790029,3974447.6658871584,0
23:16:18,ecmp,A,15301101.508108579,5650756.994617027,0
23:16:21,ecmp,A,14675905.798999809,4561737.640853881,0
23:16:23,ecmp,A,13307905.952197442,4375040.856673581,0
23:16:25,ecmp,A,13720734.460061053,4580898.330413816,0
23:16:28,ecmp,A,13537924.273845369,4851880.842265975,0
23:16:30,ecmp,A,13655109.453613332,4430929.515352817,0
23:16:33,ecmp,A,13945817.113630628,4504689.288553057,0
23:16:35,ecmp,A,14926083.048963051,5420641.833331234,0
23:16:37,ecmp,A,13507078.684030412,4801561.473330415,0
